"Agent","AgentID","Cond","Qnum","Confidence","row"
"Human",29,"4c",12,50,1732
"Human",29,"4c",13,100,1733
"Human",29,"4c",14,100,1734
"Human",29,"4c",15,100,1735
"Human",29,"4c",16,25,1736
"Human",29,"4c",17,25,1737
"Human",29,"4c",18,50,1738
"Human",29,"4c",19,100,1739
"Human",29,"4c",20,50,1740
"Human",30,"op",1,100,1741
"Human",30,"op",2,100,1742
"Human",30,"op",3,0,1743
"Human",30,"op",4,90,1744
"Human",30,"op",5,50,1745
"Human",30,"op",6,80,1746
"Human",30,"op",7,100,1747
"Human",30,"op",8,50,1748
"Human",30,"op",9,10,1749
"Human",30,"op",10,80,1750
"Human",30,"op",11,100,1751
"Human",30,"op",12,50,1752
"Human",30,"op",13,70,1753
"Human",30,"op",14,50,1754
"Human",30,"op",15,30,1755
"Human",30,"op",16,10,1756
"Human",30,"op",17,10,1757
"Human",30,"op",18,10,1758
"Human",30,"op",19,10,1759
"Human",30,"op",20,50,1760
"Human",30,"2c",1,100,1761
"Human",30,"2c",2,100,1762
"Human",30,"2c",3,100,1763
"Human",30,"2c",4,100,1764
"Human",30,"2c",5,50,1765
"Human",30,"2c",6,100,1766
"Human",30,"2c",7,100,1767
"Human",30,"2c",8,50,1768
"Human",30,"2c",9,50,1769
"Human",30,"2c",10,100,1770
"Human",30,"2c",11,100,1771
"Human",30,"2c",12,80,1772
"Human",30,"2c",13,100,1773
"Human",30,"2c",14,50,1774
"Human",30,"2c",15,50,1775
"Human",30,"2c",16,50,1776
"Human",30,"2c",17,50,1777
"Human",30,"2c",18,50,1778
"Human",30,"2c",19,50,1779
"Human",30,"2c",20,80,1780
"Human",30,"4c",1,100,1781
"Human",30,"4c",2,100,1782
"Human",30,"4c",3,60,1783
"Human",30,"4c",4,100,1784
"Human",30,"4c",5,80,1785
"Human",30,"4c",6,100,1786
"Human",30,"4c",7,100,1787
"Human",30,"4c",8,50,1788
"Human",30,"4c",9,80,1789
"Human",30,"4c",10,100,1790
"Human",30,"4c",11,100,1791
"Human",30,"4c",12,100,1792
"Human",30,"4c",13,100,1793
"Human",30,"4c",14,100,1794
"Human",30,"4c",15,50,1795
"Human",30,"4c",16,50,1796
"Human",30,"4c",17,50,1797
"Human",30,"4c",18,80,1798
"Human",30,"4c",19,50,1799
"Human",30,"4c",20,100,1800
"Human",31,"op",1,100,1801
"Human",31,"op",2,20,1802
"Human",31,"op",3,98,1803
"Human",31,"op",4,90,1804
"Human",31,"op",5,50,1805
"Human",31,"op",6,95,1806
"Human",31,"op",7,100,1807
"Human",31,"op",8,50,1808
"Human",31,"op",9,20,1809
"Human",31,"op",10,80,1810
"Human",31,"op",11,99,1811
"Human",31,"op",12,70,1812
"Human",31,"op",13,10,1813
"Human",31,"op",14,90,1814
"Human",31,"op",15,100,1815
"Human",31,"op",16,5,1816
"Human",31,"op",17,10,1817
"Human",31,"op",18,1,1818
"Human",31,"op",19,100,1819
"Human",31,"op",20,98,1820
"Human",31,"2c",1,100,1821
"Human",31,"2c",2,100,1822
"Human",31,"2c",3,100,1823
"Human",31,"2c",4,90,1824
"Human",31,"2c",5,80,1825
"Human",31,"2c",6,100,1826
"Human",31,"2c",7,100,1827
"Human",31,"2c",8,50,1828
"Human",31,"2c",9,50,1829
"Human",31,"2c",10,80,1830
"Human",31,"2c",11,100,1831
"Human",31,"2c",12,80,1832
"Human",31,"2c",13,50,1833
"Human",31,"2c",14,100,1834
"Human",31,"2c",15,100,1835
"Human",31,"2c",16,80,1836
"Human",31,"2c",17,90,1837
"Human",31,"2c",18,90,1838
"Human",31,"2c",19,100,1839
"Human",31,"2c",20,100,1840
"Human",31,"4c",1,100,1841
"Human",31,"4c",2,40,1842
"Human",31,"4c",3,100,1843
"Human",31,"4c",4,80,1844
"Human",31,"4c",5,50,1845
"Human",31,"4c",6,100,1846
"Human",31,"4c",7,100,1847
"Human",31,"4c",8,50,1848
"Human",31,"4c",9,30,1849
"Human",31,"4c",10,100,1850
"Human",31,"4c",11,100,1851
"Human",31,"4c",12,80,1852
"Human",31,"4c",13,50,1853
"Human",31,"4c",14,100,1854
"Human",31,"4c",15,100,1855
"Human",31,"4c",16,5,1856
"Human",31,"4c",17,50,1857
"Human",31,"4c",18,50,1858
"Human",31,"4c",19,100,1859
"Human",31,"4c",20,100,1860
"Human",32,"op",1,100,1861
"Human",32,"op",2,100,1862
"Human",32,"op",3,5,1863
"Human",32,"op",4,80,1864
"Human",32,"op",5,90,1865
"Human",32,"op",6,100,1866
"Human",32,"op",7,100,1867
"Human",32,"op",8,5,1868
"Human",32,"op",9,10,1869
"Human",32,"op",10,100,1870
"Human",32,"op",11,100,1871
"Human",32,"op",12,30,1872
"Human",32,"op",13,100,1873
"Human",32,"op",14,20,1874
"Human",32,"op",15,40,1875
"Human",32,"op",16,10,1876
"Human",32,"op",17,30,1877
"Human",32,"op",18,100,1878
"Human",32,"op",19,100,1879
"Human",32,"op",20,60,1880
"Human",32,"2c",1,100,1881
"Human",32,"2c",2,100,1882
"Human",32,"2c",3,100,1883
"Human",32,"2c",4,100,1884
"Human",32,"2c",5,100,1885
"Human",32,"2c",6,100,1886
"Human",32,"2c",7,100,1887
"Human",32,"2c",8,80,1888
"Human",32,"2c",9,80,1889
"Human",32,"2c",10,100,1890
"Human",32,"2c",11,100,1891
"Human",32,"2c",12,100,1892
"Human",32,"2c",13,100,1893
"Human",32,"2c",14,60,1894
"Human",32,"2c",15,50,1895
"Human",32,"2c",16,50,1896
"Human",32,"2c",17,80,1897
"Human",32,"2c",18,50,1898
"Human",32,"2c",19,100,1899
"Human",32,"2c",20,100,1900
"Human",32,"4c",1,100,1901
"Human",32,"4c",2,100,1902
"Human",32,"4c",3,100,1903
"Human",32,"4c",4,100,1904
"Human",32,"4c",5,100,1905
"Human",32,"4c",6,100,1906
"Human",32,"4c",7,100,1907
"Human",32,"4c",8,80,1908
"Human",32,"4c",9,100,1909
"Human",32,"4c",10,100,1910
"Human",32,"4c",11,100,1911
"Human",32,"4c",12,100,1912
"Human",32,"4c",13,100,1913
"Human",32,"4c",14,50,1914
"Human",32,"4c",15,100,1915
"Human",32,"4c",16,50,1916
"Human",32,"4c",17,70,1917
"Human",32,"4c",18,80,1918
"Human",32,"4c",19,100,1919
"Human",32,"4c",20,100,1920
"Human",33,"op",1,100,1921
"Human",33,"op",2,100,1922
"Human",33,"op",3,100,1923
"Human",33,"op",4,100,1924
"Human",33,"op",5,100,1925
"Human",33,"op",6,100,1926
"Human",33,"op",7,100,1927
"Human",33,"op",8,40,1928
"Human",33,"op",9,0,1929
"Human",33,"op",10,80,1930
"Human",33,"op",11,100,1931
"Human",33,"op",12,50,1932
"Human",33,"op",13,70,1933
"Human",33,"op",14,100,1934
"Human",33,"op",15,60,1935
"Human",33,"op",16,60,1936
"Human",33,"op",17,40,1937
"Human",33,"op",18,60,1938
"Human",33,"op",19,90,1939
"Human",33,"op",20,100,1940
"Human",33,"2c",1,100,1941
"Human",33,"2c",2,100,1942
"Human",33,"2c",3,100,1943
"Human",33,"2c",4,100,1944
"Human",33,"2c",5,100,1945
"Human",33,"2c",6,100,1946
"Human",33,"2c",7,100,1947
"Human",33,"2c",8,60,1948
"Human",33,"2c",9,50,1949
"Human",33,"2c",10,80,1950
"Human",33,"2c",11,100,1951
"Human",33,"2c",12,70,1952
"Human",33,"2c",13,70,1953
"Human",33,"2c",14,100,1954
"Human",33,"2c",15,80,1955
"Human",33,"2c",16,60,1956
"Human",33,"2c",17,70,1957
"Human",33,"2c",18,80,1958
"Human",33,"2c",19,70,1959
"Human",33,"2c",20,100,1960
"Human",33,"4c",1,100,1961
"Human",33,"4c",2,100,1962
"Human",33,"4c",3,100,1963
"Human",33,"4c",4,100,1964
"Human",33,"4c",5,100,1965
"Human",33,"4c",6,100,1966
"Human",33,"4c",7,100,1967
"Human",33,"4c",8,50,1968
"Human",33,"4c",9,50,1969
"Human",33,"4c",10,80,1970
"Human",33,"4c",11,100,1971
"Human",33,"4c",12,80,1972
"Human",33,"4c",13,80,1973
"Human",33,"4c",14,80,1974
"Human",33,"4c",15,100,1975
"Human",33,"4c",16,70,1976
"Human",33,"4c",17,60,1977
"Human",33,"4c",18,80,1978
"Human",33,"4c",19,30,1979
"Human",33,"4c",20,100,1980
"Human",34,"op",1,100,1981
"Human",34,"op",2,5,1982
"Human",34,"op",3,98,1983
"Human",34,"op",4,3,1984
"Human",34,"op",5,10,1985
"Human",34,"op",6,25,1986
"Human",34,"op",7,100,1987
"Human",34,"op",8,0,1988
"Human",34,"op",9,0,1989
"Human",34,"op",10,50,1990
"Human",34,"op",11,25,1991
"Human",34,"op",12,50,1992
"Human",34,"op",13,5,1993
"Human",34,"op",14,10,1994
"Human",34,"op",15,100,1995
"Human",34,"op",16,20,1996
"Human",34,"op",17,20,1997
"Human",34,"op",18,100,1998
"Human",34,"op",19,20,1999
"Human",34,"op",20,20,2000
"Human",34,"2c",1,100,2001
"Human",34,"2c",2,20,2002
"Human",34,"2c",3,100,2003
"Human",34,"2c",4,20,2004
"Human",34,"2c",5,20,2005
"Human",34,"2c",6,20,2006
"Human",34,"2c",7,100,2007
"Human",34,"2c",8,10,2008
"Human",34,"2c",9,10,2009
"Human",34,"2c",10,100,2010
"Human",34,"2c",11,20,2011
"Human",34,"2c",12,50,2012
"Human",34,"2c",13,10,2013
"Human",34,"2c",14,25,2014
"Human",34,"2c",15,100,2015
"Human",34,"2c",16,10,2016
"Human",34,"2c",17,100,2017
"Human",34,"2c",18,100,2018
"Human",34,"2c",19,20,2019
"Human",34,"2c",20,50,2020
"Human",34,"4c",1,100,2021
"Human",34,"4c",2,20,2022
"Human",34,"4c",3,100,2023
"Human",34,"4c",4,20,2024
"Human",34,"4c",5,10,2025
"Human",34,"4c",6,20,2026
"Human",34,"4c",7,100,2027
"Human",34,"4c",8,10,2028
"Human",34,"4c",9,20,2029
"Human",34,"4c",10,100,2030
"Human",34,"4c",11,25,2031
"Human",34,"4c",12,50,2032
"Human",34,"4c",13,10,2033
"Human",34,"4c",14,10,2034
"Human",34,"4c",15,100,2035
"Human",34,"4c",16,20,2036
"Human",34,"4c",17,25,2037
"Human",34,"4c",18,100,2038
"Human",34,"4c",19,25,2039
"Human",34,"4c",20,25,2040
"Human",35,"op",1,100,2041
"Human",35,"op",2,100,2042
"Human",35,"op",3,100,2043
"Human",35,"op",4,100,2044
"Human",35,"op",5,100,2045
"Human",35,"op",6,100,2046
"Human",35,"op",7,100,2047
"Human",35,"op",8,100,2048
"Human",35,"op",9,100,2049
"Human",35,"op",10,100,2050
"Human",35,"op",11,100,2051
"Human",35,"op",12,100,2052
"Human",35,"op",13,100,2053
"Human",35,"op",14,100,2054
"Human",35,"op",15,100,2055
"Human",35,"op",16,100,2056
"Human",35,"op",17,100,2057
"Human",35,"op",18,100,2058
"Human",35,"op",19,100,2059
"Human",35,"op",20,100,2060
"Human",35,"2c",1,100,2061
"Human",35,"2c",2,100,2062
"Human",35,"2c",3,100,2063
"Human",35,"2c",4,100,2064
"Human",35,"2c",5,100,2065
"Human",35,"2c",6,100,2066
"Human",35,"2c",7,100,2067
"Human",35,"2c",8,100,2068
"Human",35,"2c",9,100,2069
"Human",35,"2c",10,100,2070
"Human",35,"2c",11,100,2071
"Human",35,"2c",12,100,2072
"Human",35,"2c",13,100,2073
"Human",35,"2c",14,100,2074
"Human",35,"2c",15,100,2075
"Human",35,"2c",16,100,2076
"Human",35,"2c",17,100,2077
"Human",35,"2c",18,100,2078
"Human",35,"2c",19,100,2079
"Human",35,"2c",20,100,2080
"Human",35,"4c",1,100,2081
"Human",35,"4c",2,100,2082
"Human",35,"4c",3,100,2083
"Human",35,"4c",4,100,2084
"Human",35,"4c",5,100,2085
"Human",35,"4c",6,100,2086
"Human",35,"4c",7,100,2087
"Human",35,"4c",8,100,2088
"Human",35,"4c",9,100,2089
"Human",35,"4c",10,100,2090
"Human",35,"4c",11,100,2091
"Human",35,"4c",12,100,2092
"Human",35,"4c",13,100,2093
"Human",35,"4c",14,100,2094
"Human",35,"4c",15,100,2095
"Human",35,"4c",16,100,2096
"Human",35,"4c",17,100,2097
"Human",35,"4c",18,100,2098
"Human",35,"4c",19,100,2099
"Human",35,"4c",20,100,2100
"Human",36,"op",1,98,2101
"Human",36,"op",2,20,2102
"Human",36,"op",3,100,2103
"Human",36,"op",4,0,2104
"Human",36,"op",5,50,2105
"Human",36,"op",6,80,2106
"Human",36,"op",7,80,2107
"Human",36,"op",8,70,2108
"Human",36,"op",9,100,2109
"Human",36,"op",10,80,2110
"Human",36,"op",11,0,2111
"Human",36,"op",12,30,2112
"Human",36,"op",13,30,2113
"Human",36,"op",14,20,2114
"Human",36,"op",15,20,2115
"Human",36,"op",16,20,2116
"Human",36,"op",17,80,2117
"Human",36,"op",18,50,2118
"Human",36,"op",19,85,2119
"Human",36,"op",20,30,2120
"Human",36,"2c",1,90,2121
"Human",36,"2c",2,80,2122
"Human",36,"2c",3,100,2123
"Human",36,"2c",4,50,2124
"Human",36,"2c",5,80,2125
"Human",36,"2c",6,50,2126
"Human",36,"2c",7,90,2127
"Human",36,"2c",8,80,2128
"Human",36,"2c",9,100,2129
"Human",36,"2c",10,50,2130
"Human",36,"2c",11,80,2131
"Human",36,"2c",12,50,2132
"Human",36,"2c",13,50,2133
"Human",36,"2c",14,50,2134
"Human",36,"2c",15,50,2135
"Human",36,"2c",16,50,2136
"Human",36,"2c",17,50,2137
"Human",36,"2c",18,50,2138
"Human",36,"2c",19,100,2139
"Human",36,"2c",20,80,2140
"Human",36,"4c",1,90,2141
"Human",36,"4c",2,80,2142
"Human",36,"4c",3,100,2143
"Human",36,"4c",4,50,2144
"Human",36,"4c",5,50,2145
"Human",36,"4c",6,80,2146
"Human",36,"4c",7,80,2147
"Human",36,"4c",8,50,2148
"Human",36,"4c",9,100,2149
"Human",36,"4c",10,50,2150
"Human",36,"4c",11,50,2151
"Human",36,"4c",12,50,2152
"Human",36,"4c",13,80,2153
"Human",36,"4c",14,20,2154
"Human",36,"4c",15,30,2155
"Human",36,"4c",16,50,2156
"Human",36,"4c",17,50,2157
"Human",36,"4c",18,50,2158
"Human",36,"4c",19,100,2159
"Human",36,"4c",20,100,2160
"Human",37,"op",1,100,2161
"Human",37,"op",2,100,2162
"Human",37,"op",3,100,2163
"Human",37,"op",4,70,2164
"Human",37,"op",5,80,2165
"Human",37,"op",6,70,2166
"Human",37,"op",7,50,2167
"Human",37,"op",8,50,2168
"Human",37,"op",9,100,2169
"Human",37,"op",10,100,2170
"Human",37,"op",11,100,2171
"Human",37,"op",12,50,2172
"Human",37,"op",13,100,2173
"Human",37,"op",14,60,2174
"Human",37,"op",15,100,2175
"Human",37,"op",16,50,2176
"Human",37,"op",17,20,2177
"Human",37,"op",18,100,2178
"Human",37,"op",19,10,2179
"Human",37,"op",20,60,2180
"Human",37,"2c",1,100,2181
"Human",37,"2c",2,100,2182
"Human",37,"2c",3,100,2183
"Human",37,"2c",4,50,2184
"Human",37,"2c",5,50,2185
"Human",37,"2c",6,50,2186
"Human",37,"2c",7,50,2187
"Human",37,"2c",8,50,2188
"Human",37,"2c",9,100,2189
"Human",37,"2c",10,50,2190
"Human",37,"2c",11,100,2191
"Human",37,"2c",12,80,2192
"Human",37,"2c",13,100,2193
"Human",37,"2c",14,80,2194
"Human",37,"2c",15,100,2195
"Human",37,"2c",16,100,2196
"Human",37,"2c",17,100,2197
"Human",37,"2c",18,20,2198
"Human",37,"2c",19,20,2199
"Human",37,"2c",20,100,2200
"Human",37,"4c",1,100,2201
"Human",37,"4c",2,100,2202
"Human",37,"4c",3,25,2203
"Human",37,"4c",4,25,2204
"Human",37,"4c",5,50,2205
"Human",37,"4c",6,50,2206
"Human",37,"4c",7,25,2207
"Human",37,"4c",8,80,2208
"Human",37,"4c",9,100,2209
"Human",37,"4c",10,100,2210
"Human",37,"4c",11,100,2211
"Human",37,"4c",12,80,2212
"Human",37,"4c",13,100,2213
"Human",37,"4c",14,50,2214
"Human",37,"4c",15,100,2215
"Human",37,"4c",16,60,2216
"Human",37,"4c",17,50,2217
"Human",37,"4c",18,20,2218
"Human",37,"4c",19,25,2219
"Human",37,"4c",20,80,2220
"Human",38,"op",1,30,2221
"Human",38,"op",2,30,2222
"Human",38,"op",3,10,2223
"Human",38,"op",4,0,2224
"Human",38,"op",5,20,2225
"Human",38,"op",6,50,2226
"Human",38,"op",7,10,2227
"Human",38,"op",8,50,2228
"Human",38,"op",9,0,2229
"Human",38,"op",10,70,2230
"Human",38,"op",11,100,2231
"Human",38,"op",12,30,2232
"Human",38,"op",13,80,2233
"Human",38,"op",14,40,2234
"Human",38,"op",15,30,2235
"Human",38,"op",16,50,2236
"Human",38,"op",17,10,2237
"Human",38,"op",18,30,2238
"Human",38,"op",19,0,2239
"Human",38,"op",20,50,2240
"Human",38,"2c",1,50,2241
"Human",38,"2c",2,100,2242
"Human",38,"2c",3,100,2243
"Human",38,"2c",4,50,2244
"Human",38,"2c",5,80,2245
"Human",38,"2c",6,70,2246
"Human",38,"2c",7,80,2247
"Human",38,"2c",8,60,2248
"Human",38,"2c",9,60,2249
"Human",38,"2c",10,70,2250
"Human",38,"2c",11,100,2251
"Human",38,"2c",12,100,2252
"Human",38,"2c",13,50,2253
"Human",38,"2c",14,80,2254
"Human",38,"2c",15,50,2255
"Human",38,"2c",16,50,2256
"Human",38,"2c",17,50,2257
"Human",38,"2c",18,50,2258
"Human",38,"2c",19,50,2259
"Human",38,"2c",20,100,2260
"Human",38,"4c",1,60,2261
"Human",38,"4c",2,20,2262
"Human",38,"4c",3,0,2263
"Human",38,"4c",4,50,2264
"Human",38,"4c",5,50,2265
"Human",38,"4c",6,80,2266
"Human",38,"4c",7,70,2267
"Human",38,"4c",8,50,2268
"Human",38,"4c",9,60,2269
"Human",38,"4c",10,70,2270
"Human",38,"4c",11,100,2271
"Human",38,"4c",12,90,2272
"Human",38,"4c",13,90,2273
"Human",38,"4c",14,80,2274
"Human",38,"4c",15,80,2275
"Human",38,"4c",16,50,2276
"Human",38,"4c",17,50,2277
"Human",38,"4c",18,50,2278
"Human",38,"4c",19,50,2279
"Human",38,"4c",20,100,2280
"Human",39,"op",1,100,2281
"Human",39,"op",2,80,2282
"Human",39,"op",3,20,2283
"Human",39,"op",4,40,2284
"Human",39,"op",5,80,2285
"Human",39,"op",6,90,2286
"Human",39,"op",7,80,2287
"Human",39,"op",8,60,2288
"Human",39,"op",9,50,2289
"Human",39,"op",10,100,2290
"Human",39,"op",11,0,2291
"Human",39,"op",12,50,2292
"Human",39,"op",13,20,2293
"Human",39,"op",14,50,2294
"Human",39,"op",15,0,2295
"Human",39,"op",16,50,2296
"Human",39,"op",17,80,2297
"Human",39,"op",18,30,2298
"Human",39,"op",19,80,2299
"Human",39,"op",20,60,2300
"Human",39,"2c",1,100,2301
"Human",39,"2c",2,100,2302
"Human",39,"2c",3,100,2303
"Human",39,"2c",4,80,2304
"Human",39,"2c",5,100,2305
"Human",39,"2c",6,100,2306
"Human",39,"2c",7,80,2307
"Human",39,"2c",8,80,2308
"Human",39,"2c",9,80,2309
"Human",39,"2c",10,100,2310
"Human",39,"2c",11,90,2311
"Human",39,"2c",12,80,2312
"Human",39,"2c",13,80,2313
"Human",39,"2c",14,50,2314
"Human",39,"2c",15,80,2315
"Human",39,"2c",16,50,2316
"Human",39,"2c",17,90,2317
"Human",39,"2c",18,80,2318
"Human",39,"2c",19,80,2319
"Human",39,"2c",20,60,2320
"Human",39,"4c",1,100,2321
"Human",39,"4c",2,100,2322
"Human",39,"4c",3,80,2323
"Human",39,"4c",4,50,2324
"Human",39,"4c",5,50,2325
"Human",39,"4c",6,100,2326
"Human",39,"4c",7,80,2327
"Human",39,"4c",8,80,2328
"Human",39,"4c",9,80,2329
"Human",39,"4c",10,100,2330
"Human",39,"4c",11,80,2331
"Human",39,"4c",12,50,2332
"Human",39,"4c",13,80,2333
"Human",39,"4c",14,80,2334
"Human",39,"4c",15,100,2335
"Human",39,"4c",16,100,2336
"Human",39,"4c",17,30,2337
"Human",39,"4c",18,30,2338
"Human",39,"4c",19,100,2339
"Human",39,"4c",20,30,2340
"Human",40,"op",1,100,2341
"Human",40,"op",2,100,2342
"Human",40,"op",3,30,2343
"Human",40,"op",4,100,2344
"Human",40,"op",5,100,2345
"Human",40,"op",6,100,2346
"Human",40,"op",7,50,2347
"Human",40,"op",8,30,2348
"Human",40,"op",9,100,2349
"Human",40,"op",10,100,2350
"Human",40,"op",11,80,2351
"Human",40,"op",12,50,2352
"Human",40,"op",13,80,2353
"Human",40,"op",14,80,2354
"Human",40,"op",15,10,2355
"Human",40,"op",16,30,2356
"Human",40,"op",17,10,2357
"Human",40,"op",18,1,2358
"Human",40,"op",19,3,2359
"Human",40,"op",20,30,2360
"Human",40,"2c",1,100,2361
"Human",40,"2c",2,100,2362
"Human",40,"2c",3,100,2363
"Human",40,"2c",4,100,2364
"Human",40,"2c",5,100,2365
"Human",40,"2c",6,100,2366
"Human",40,"2c",7,50,2367
"Human",40,"2c",8,50,2368
"Human",40,"2c",9,100,2369
"Human",40,"2c",10,100,2370
"Human",40,"2c",11,100,2371
"Human",40,"2c",12,80,2372
"Human",40,"2c",13,50,2373
"Human",40,"2c",14,50,2374
"Human",40,"2c",15,50,2375
"Human",40,"2c",16,50,2376
"Human",40,"2c",17,50,2377
"Human",40,"2c",18,50,2378
"Human",40,"2c",19,100,2379
"Human",40,"2c",20,50,2380
"Human",40,"4c",1,100,2381
"Human",40,"4c",2,100,2382
"Human",40,"4c",3,50,2383
"Human",40,"4c",4,100,2384
"Human",40,"4c",5,100,2385
"Human",40,"4c",6,100,2386
"Human",40,"4c",7,50,2387
"Human",40,"4c",8,50,2388
"Human",40,"4c",9,100,2389
"Human",40,"4c",10,100,2390
"Human",40,"4c",11,100,2391
"Human",40,"4c",12,100,2392
"Human",40,"4c",13,100,2393
"Human",40,"4c",14,100,2394
"Human",40,"4c",15,50,2395
"Human",40,"4c",16,50,2396
"Human",40,"4c",17,50,2397
"Human",40,"4c",18,50,2398
"Human",40,"4c",19,50,2399
"Human",40,"4c",20,50,2400
"Human",41,"op",1,100,2401
"Human",41,"op",2,100,2402
"Human",41,"op",3,100,2403
"Human",41,"op",4,100,2404
"Human",41,"op",5,100,2405
"Human",41,"op",6,70,2406
"Human",41,"op",7,100,2407
"Human",41,"op",8,100,2408
"Human",41,"op",9,100,2409
"Human",41,"op",10,99,2410
"Human",41,"op",11,100,2411
"Human",41,"op",12,90,2412
"Human",41,"op",13,90,2413
"Human",41,"op",14,100,2414
"Human",41,"op",15,100,2415
"Human",41,"op",16,70,2416
"Human",41,"op",17,50,2417
"Human",41,"op",18,100,2418
"Human",41,"op",19,100,2419
"Human",41,"op",20,80,2420
"Human",41,"2c",1,100,2421
"Human",41,"2c",2,100,2422
"Human",41,"2c",3,100,2423
"Human",41,"2c",4,50,2424
"Human",41,"2c",5,50,2425
"Human",41,"2c",6,100,2426
"Human",41,"2c",7,100,2427
"Human",41,"2c",8,50,2428
"Human",41,"2c",9,50,2429
"Human",41,"2c",10,100,2430
"Human",41,"2c",11,100,2431
"Human",41,"2c",12,50,2432
"Human",41,"2c",13,50,2433
"Human",41,"2c",14,70,2434
"Human",41,"2c",15,100,2435
"Human",41,"2c",16,50,2436
"Human",41,"2c",17,100,2437
"Human",41,"2c",18,50,2438
"Human",41,"2c",19,50,2439
"Human",41,"2c",20,50,2440
"Human",41,"4c",1,100,2441
"Human",41,"4c",2,50,2442
"Human",41,"4c",3,50,2443
"Human",41,"4c",4,50,2444
"Human",41,"4c",5,50,2445
"Human",41,"4c",6,100,2446
"Human",41,"4c",7,100,2447
"Human",41,"4c",8,50,2448
"Human",41,"4c",9,50,2449
"Human",41,"4c",10,100,2450
"Human",41,"4c",11,100,2451
"Human",41,"4c",12,50,2452
"Human",41,"4c",13,80,2453
"Human",41,"4c",14,100,2454
"Human",41,"4c",15,100,2455
"Human",41,"4c",16,80,2456
"Human",41,"4c",17,80,2457
"Human",41,"4c",18,50,2458
"Human",41,"4c",19,0,2459
"Human",41,"4c",20,80,2460
"Human",42,"op",1,100,2461
"Human",42,"op",2,0,2462
"Human",42,"op",3,30,2463
"Human",42,"op",4,40,2464
"Human",42,"op",5,30,2465
"Human",42,"op",6,60,2466
"Human",42,"op",7,100,2467
"Human",42,"op",8,90,2468
"Human",42,"op",9,20,2469
"Human",42,"op",10,80,2470
"Human",42,"op",11,0,2471
"Human",42,"op",12,40,2472
"Human",42,"op",13,20,2473
"Human",42,"op",14,0,2474
"Human",42,"op",15,60,2475
"Human",42,"op",16,20,2476
"Human",42,"op",17,20,2477
"Human",42,"op",18,0,2478
"Human",42,"op",19,60,2479
"Human",42,"op",20,50,2480
"Human",42,"2c",1,100,2481
"Human",42,"2c",2,20,2482
"Human",42,"2c",3,100,2483
"Human",42,"2c",4,90,2484
"Human",42,"2c",5,40,2485
"Human",42,"2c",6,20,2486
"Human",42,"2c",7,100,2487
"Human",42,"2c",8,20,2488
"Human",42,"2c",9,90,2489
"Human",42,"2c",10,80,2490
"Human",42,"2c",11,20,2491
"Human",42,"2c",12,80,2492
"Human",42,"2c",13,60,2493
"Human",42,"2c",14,20,2494
"Human",42,"2c",15,70,2495
"Human",42,"2c",16,30,2496
"Human",42,"2c",17,20,2497
"Human",42,"2c",18,20,2498
"Human",42,"2c",19,20,2499
"Human",42,"2c",20,60,2500
"Human",42,"4c",1,100,2501
"Human",42,"4c",2,0,2502
"Human",42,"4c",3,60,2503
"Human",42,"4c",4,20,2504
"Human",42,"4c",5,30,2505
"Human",42,"4c",6,20,2506
"Human",42,"4c",7,100,2507
"Human",42,"4c",8,20,2508
"Human",42,"4c",9,10,2509
"Human",42,"4c",10,100,2510
"Human",42,"4c",11,10,2511
"Human",42,"4c",12,60,2512
"Human",42,"4c",13,60,2513
"Human",42,"4c",14,10,2514
"Human",42,"4c",15,10,2515
"Human",42,"4c",16,20,2516
"Human",42,"4c",17,10,2517
"Human",42,"4c",18,10,2518
"Human",42,"4c",19,30,2519
"Human",42,"4c",20,20,2520
"Human",43,"op",1,90,2521
"Human",43,"op",2,80,2522
"Human",43,"op",3,30,2523
"Human",43,"op",4,20,2524
"Human",43,"op",5,50,2525
"Human",43,"op",6,90,2526
"Human",43,"op",7,95,2527
"Human",43,"op",8,20,2528
"Human",43,"op",9,90,2529
"Human",43,"op",10,100,2530
"Human",43,"op",11,95,2531
"Human",43,"op",12,50,2532
"Human",43,"op",13,90,2533
"Human",43,"op",14,30,2534
"Human",43,"op",15,100,2535
"Human",43,"op",16,10,2536
"Human",43,"op",17,30,2537
"Human",43,"op",18,30,2538
"Human",43,"op",19,20,2539
"Human",43,"op",20,20,2540
"Human",43,"2c",1,100,2541
"Human",43,"2c",2,100,2542
"Human",43,"2c",3,100,2543
"Human",43,"2c",4,50,2544
"Human",43,"2c",5,80,2545
"Human",43,"2c",6,100,2546
"Human",43,"2c",7,100,2547
"Human",43,"2c",8,50,2548
"Human",43,"2c",9,100,2549
"Human",43,"2c",10,100,2550
"Human",43,"2c",11,100,2551
"Human",43,"2c",12,80,2552
"Human",43,"2c",13,100,2553
"Human",43,"2c",14,80,2554
"Human",43,"2c",15,100,2555
"Human",43,"2c",16,80,2556
"Human",43,"2c",17,70,2557
"Human",43,"2c",18,80,2558
"Human",43,"2c",19,50,2559
"Human",43,"2c",20,50,2560
"Human",43,"4c",1,100,2561
"Human",43,"4c",2,100,2562
"Human",43,"4c",3,80,2563
"Human",43,"4c",4,30,2564
"Human",43,"4c",5,50,2565
"Human",43,"4c",6,80,2566
"Human",43,"4c",7,100,2567
"Human",43,"4c",8,80,2568
"Human",43,"4c",9,100,2569
